time_days	observed_range_m	baseline_range_m	fitted_range_m	fit_residual_m
6.910000000000000000e+02	3.814550063034891486e+08	3.814550018314877748e+08	3.814550063062275052e+08	-2.738356590270996094e-03
6.920000000000000000e+02	3.815875359103244543e+08	3.815875382049382329e+08	3.815875359051361680e+08	5.188286304473876953e-03
6.930000000000000000e+02	3.815082384268704057e+08	3.815082502051247358e+08	3.815082384394615889e+08	-1.259118318557739258e-02
6.940000000000000000e+02	3.811364941745310426e+08	3.811365164536616802e+08	3.811364941720374823e+08	2.493560314178466797e-03
6.950000000000000000e+02	3.804650869359698892e+08	3.804651188664979935e+08	3.804650869479701519e+08	-1.200026273727416992e-02
6.960000000000000000e+02	3.795657763752967119e+08	3.795658151605557799e+08	3.795657763726311326e+08	2.665579319000244141e-03
6.970000000000000000e+02	3.785798553978322148e+08	3.785798967792930007e+08	3.785798553994969726e+08	-1.664757728576660156e-03
6.980000000000000000e+02	3.776944869408793449e+08	3.776945258164795637e+08	3.776944869521192312e+08	-1.123988628387451172e-02
6.990000000000000000e+02	3.771079947240490913e+08	3.771080260253843069e+08	3.771079947249825597e+08	-9.334683418273925781e-04
7.000000000000000000e+02	3.769899758384096622e+08	3.769899955339544415e+08	3.769899758464713097e+08	-8.061647415161132812e-03
7.010000000000000000e+02	3.774443439467114806e+08	3.774443497748787999e+08	3.774443439553440809e+08	-8.632600307464599609e-03
7.020000000000000000e+02	3.784839151790367365e+08	3.784839071391398907e+08	3.784839151898104548e+08	-1.077371835708618164e-02
7.030000000000000000e+02	3.800229453475444913e+08	3.800229256909473538e+08	3.800229453514764905e+08	-3.931999206542968750e-03
7.040000000000000000e+02	3.818894335896582603e+08	3.818894064026293755e+08	3.818894335833342075e+08	6.324052810668945312e-03
7.050000000000000000e+02	3.838537941402430534e+08	3.838537645998314023e+08	3.838537941389133334e+08	1.329720020294189453e-03
7.060000000000000000e+02	3.856668310181980729e+08	3.856668044414227009e+08	3.856668310050719380e+08	1.312613487243652344e-02
7.070000000000000000e+02	3.870989870731659532e+08	3.870989681310340762e+08	3.870989870769059062e+08	-3.739953041076660156e-03
7.080000000000000000e+02	3.879741929331867695e+08	3.879741848658732772e+08	3.879741929348438382e+08	-1.657068729400634766e-03
7.090000000000000000e+02	3.881940059291676879e+08	3.881940101768246293e+08	3.881940059334176779e+08	-4.249989986419677734e-03
7.100000000000000000e+02	3.877498991822992563e+08	3.877499152089306116e+08	3.877498991953799725e+08	-1.308071613311767578e-02
7.110000000000000000e+02	3.867230068986521363e+08	3.867230322961899042e+08	3.867230068939184546e+08	4.733681678771972656e-03
7.120000000000000000e+02	3.852715163324697018e+08	3.852715473180772662e+08	3.852715163315851688e+08	8.845329284667968750e-04
7.130000000000000000e+02	3.836067457733956575e+08	3.836067777680372596e+08	3.836067457722201943e+08	1.175463199615478516e-03
7.140000000000000000e+02	3.819602704497810602e+08	3.819602989227568507e+08	3.819602704535222054e+08	-3.741145133972167969e-03
7.150000000000000000e+02	3.805463933962796926e+08	3.805464146706725955e+08	3.805463933862555027e+08	1.002418994903564453e-02
7.160000000000000000e+02	3.795263063420839310e+08	3.795263183629896045e+08	3.795263063405573368e+08	1.526594161987304688e-03
7.170000000000000000e+02	3.789813674340410829e+08	3.789813701036167741e+08	3.789813674352454543e+08	-1.204371452331542969e-03
7.180000000000000000e+02	3.789019115138446689e+08	3.789019067202496529e+08	3.789019115169520974e+08	-3.107428550720214844e-03
7.190000000000000000e+02	3.791946128043035865e+08	3.791946039975693822e+08	3.791946128096384406e+08	-5.334854125976562500e-03
7.200000000000000000e+02	3.797066757258034348e+08	3.797066671773327589e+08	3.797066757321532965e+08	-6.349861621856689453e-03
